"year","HHID","h15dq2","h15dq3","h15dq4","h15dq5"
2009,"1021000102",204,100000,0,0
2009,"1021000102",205,0,0,0
2009,"1021000102",206,0,0,0
2009,"1021000102",207,200000,0,0
2009,"1021000102",208,100000,0,0
2009,"1021000102",209,0,0,0
2009,"1021000102",301,0,0,0
2009,"1021000102",302,20000,0,0
2009,"1021000102",303,35000,0,0
2009,"1021000102",304,0,0,2
2009,"1021000102",305,0,0,0
2009,"1021000102",306,0,0,0
2009,"1021000102",401,30000,0,0
2009,"1021000102",402,0,0,0
2009,"1021000102",403,0,0,0
2009,"1021000102",404,0,0,0
2009,"1021000102",405,0,0,0
2009,"1021000102",406,0,0,0
2009,"1021000102",407,0,0,0
2009,"1021000102",408,0,0,0
2009,"1021000102",409,0,0,0
2009,"1021000102",410,0,0,0
2009,"1021000102",411,0,0,0
2009,"1021000102",501,10000,0,0
2009,"1021000102",502,0,0,0
2009,"1021000102",503,15000,0,0
2009,"1021000102",504,0,120000,0
2009,"1021000102",505,0,0,0
2009,"1021000102",506,0,0,0
2009,"1021000102",601,1500000,0,0
2009,"1021000102",602,,0,0
2009,"1021000102",603,60000,0,0
2009,"1021000102",604,100000,0,0
2009,"1021000102",605,150000,0,0
2009,"1021000102",701,0,0,0
2009,"1021000102",702,0,0,0
2009,"1021000102",703,0,0,0
2009,"1021000108",201,120000,,
2009,"1021000108",202,80000,,
2009,"1021000108",203,60000,,
2009,"1021000108",204,30000,,
2009,"1021000108",205,0,,
2009,"1021000108",206,0,,
2009,"1021000108",207,0,,
2009,"1021000108",208,0,,
2009,"1021000108",209,0,,
2009,"1021000108",301,0,,
2009,"1021000108",302,0,,
2009,"1021000108",303,15000,,
2009,"1021000108",304,0,,
2009,"1021000108",305,0,,
2009,"1021000108",306,0,,
2009,"1021000108",401,0,,
2009,"1021000108",402,0,,
2009,"1021000108",403,0,,
2009,"1021000108",404,0,,
2009,"1021000108",405,0,,
2009,"1021000108",406,0,,
2009,"1021000108",407,0,,
2009,"1021000108",408,0,,
2009,"1021000108",409,0,,
2009,"1021000108",410,0,,
2009,"1021000108",411,0,,
2009,"1021000108",501,0,,
2009,"1021000108",502,0,,
2009,"1021000108",503,0,,
2009,"1021000108",504,0,,
2009,"1021000108",505,0,,
2009,"1021000108",506,0,,
2009,"1021000108",601,,,
2009,"1021000108",602,,,
2009,"1021000108",603,,,
2009,"1021000108",604,,,
2009,"1021000108",605,2100000,,
2009,"1021000108",701,0,,
2009,"1021000108",702,0,,
2009,"1021000108",703,0,,
2009,"1021000109",201,42000,0,0
2009,"1021000109",202,70000,0,0
2009,"1021000109",203,65000,0,0
2009,"1021000109",204,10000,0,0
2009,"1021000109",205,0,0,0
2009,"1021000109",206,12000,0,0
2009,"1021000109",207,70000,0,0
2009,"1021000109",208,23000,0,0
2009,"1021000109",209,0,0,0
2009,"1021000109",301,0,0,0
2009,"1021000109",302,20000,0,0
2009,"1021000109",303,36000,0,0
2009,"1021000109",304,63000,0,0
2009,"1021000109",305,20000,0,0
2009,"1021000109",306,0,0,0
2009,"1021000109",401,30000,0,0
2009,"1021000109",402,2000,0,0
2009,"1021000109",403,0,0,0
2009,"1021000109",404,30000,0,0
2009,"1021000109",405,2000,0,0
2009,"1021000109",406,0,0,0
2009,"1021000109",407,0,0,0
2009,"1021000109",408,0,0,0
2009,"1021000109",409,29000,0,0
2009,"1021000109",410,0,0,0
2009,"1021000109",411,0,0,
2009,"1021000109",501,9000,0,0
2009,"1021000109",502,0,0,0
2009,"1021000109",503,4000,0,0
2009,"1021000109",504,0,0,0
2009,"1021000109",505,0,0,0
2009,"1021000109",506,0,0,0
2009,"1021000109",601,3870000,0,0
2009,"1021000109",602,0,0,0
2009,"1021000109",603,120000,0,0
2009,"1021000109",604,420000,0,0
2009,"1021000109",605,6000,0,0
2009,"1021000109",701,200000,0,0
2009,"1021000109",702,0,0,0
2009,"1021000109",703,0,0,0
2009,"1021000110",201,300000,0,0
2009,"1021000110",202,200000,0,0
2009,"1021000110",203,0,0,0
2009,"1021000110",204,60000,0,0
2009,"1021000110",205,0,0,0
2009,"1021000110",206,150000,0,0
2009,"1021000110",207,50000,0,0
2009,"1021000110",208,0,0,0
2009,"1021000110",209,0,0,0
2009,"1021000110",301,0,0,0
2009,"1021000110",302,0,0,0
2009,"1021000110",303,500000,0,0
2009,"1021000110",304,0,0,0
2009,"1021000110",305,0,0,0
2009,"1021000110",306,0,0,0
2009,"1021000110",401,40000,0,0
2009,"1021000110",402,0,0,0
2009,"1021000110",403,0,0,0
2009,"1021000110",404,0,0,0
2009,"1021000110",405,0,0,0
2009,"1021000110",406,0,0,0
2009,"1021000110",407,0,0,0
2009,"1021000110",408,0,0,0
2009,"1021000110",409,0,0,0
2009,"1021000110",410,0,0,0
2009,"1021000110",411,0,0,0
2009,"1021000110",501,5000,0,0
2009,"1021000110",502,0,0,0
2009,"1021000110",503,7000,0,0
2009,"1021000110",504,10000,0,0
2009,"1021000110",505,0,0,0
2009,"1021000110",506,0,0,0
2009,"1021000110",601,,,
2009,"1021000110",602,,,
2009,"1021000110",603,,,
2009,"1021000110",604,,,
2009,"1021000110",605,9500000,0,0
2009,"1021000110",701,800000,0,0
2009,"1021000110",702,0,0,0
2009,"1021000110",703,0,0,0
2009,"1021000111",201,90000,0,0
2009,"1021000111",202,0,0,0
2009,"1021000111",203,55000,0,0
2009,"1021000111",204,20000,0,0
2009,"1021000111",205,0,0,0
2009,"1021000111",206,40000,0,0
2009,"1021000111",207,0,0,0
2009,"1021000111",208,45000,0,0
2009,"1021000111",209,2000,0,0
2009,"1021000111",301,0,0,0
2009,"1021000111",302,10000,0,0
2009,"1021000111",303,10000,0,0
2009,"1021000111",304,0,0,0
2009,"1021000111",305,0,0,0
2009,"1021000111",306,0,0,0
2009,"1021000111",401,0,0,0
2009,"1021000111",402,5000,0,0
2009,"1021000111",403,0,0,0
2009,"1021000111",404,0,0,0
2009,"1021000111",405,0,0,0
2009,"1021000111",406,0,0,0
2009,"1021000111",407,0,0,0
2009,"1021000111",408,0,0,0
2009,"1021000111",409,0,0,0
2009,"1021000111",410,0,0,0
2009,"1021000111",411,0,0,0
2009,"1021000111",501,4400,0,0
2009,"1021000111",502,0,0,0
2009,"1021000111",503,0,0,0
2009,"1021000111",504,3000,0,0
2009,"1021000111",505,0,0,0
2009,"1021000111",506,3500,0,0
2009,"1021000111",601,5770000,0,0
2009,"1021000111",602,,0,0
2009,"1021000111",603,122000,0,0
2009,"1021000111",604,650000,0,0
2009,"1021000111",605,595000,0,0
2009,"1021000111",701,250000,0,0
2009,"1021000111",702,0,0,0
2009,"1021000111",703,0,0,0
2009,"1021000113",201,150000,0,0
2009,"1021000113",202,200000,0,0
2009,"1021000113",203,10000,0,0
2009,"1021000113",204,15000,0,0
2009,"1021000113",205,0,0,0
2009,"1021000113",206,0,0,0
2009,"1021000113",207,15000,0,0
2009,"1021000113",208,50000,0,0
2009,"1021000113",209,0,0,0
2009,"1021000113",301,0,0,0
2009,"1021000113",302,0,0,0
2009,"1021000113",303,0,0,0
2009,"1021000113",304,0,0,0
2009,"1021000113",305,0,0,0
2009,"1021000113",306,0,0,0
2009,"1021000113",401,0,0,0
2009,"1021000113",402,15000,0,0
2009,"1021000113",403,0,0,0
2009,"1021000113",404,0,0,0
2009,"1021000113",405,0,0,0
2009,"1021000113",406,0,0,0
2009,"1021000113",407,0,0,0
2009,"1021000113",408,0,0,0
2009,"1021000113",409,0,0,0
2009,"1021000113",410,0,0,0
2009,"1021000113",411,0,0,0
2009,"1021000113",501,7500,0,0
2009,"1021000113",502,0,0,0
2009,"1021000113",503,0,0,0
2009,"1021000113",504,0,0,0
2009,"1021000113",505,0,0,0
2009,"1021000113",506,0,0,0
2009,"1021000113",601,5410000,0,0
2009,"1021000113",602,,0,0
2009,"1021000113",603,35000,0,0
2009,"1021000113",604,366000,0,0
2009,"1021000113",605,741000,0,0
2009,"1021000113",701,0,0,0
2009,"1021000113",702,0,0,0
2009,"1021000113",703,0,0,0
2009,"1021000201",201,30000,0,0
2009,"1021000201",202,24000,0,0
2009,"1021000201",203,14000,0,0
2009,"1021000201",204,10000,0,0
2009,"1021000201",205,0,0,0
2009,"1021000201",206,0,0,0
2009,"1021000201",207,0,0,0
2009,"1021000201",208,0,0,0
2009,"1021000201",209,0,0,0
2009,"1021000201",301,0,0,0
2009,"1021000201",302,0,0,0
2009,"1021000201",303,0,0,0
2009,"1021000201",304,0,0,0
2009,"1021000201",305,0,0,0
2009,"1021000201",306,0,0,0
2009,"1021000201",401,0,0,0
2009,"1021000201",402,1000,0,0
2009,"1021000201",403,0,0,0
2009,"1021000201",404,0,0,0
2009,"1021000201",405,0,0,0
2009,"1021000201",406,0,0,0
2009,"1021000201",407,0,0,0
2009,"1021000201",408,0,0,0
2009,"1021000201",409,0,0,0
2009,"1021000201",410,0,0,0
2009,"1021000201",411,0,0,0
2009,"1021000201",501,0,0,0
2009,"1021000201",502,0,0,0
2009,"1021000201",503,0,0,0
2009,"1021000201",504,0,0,0
2009,"1021000201",505,0,0,0
2009,"1021000201",506,0,0,0
2009,"1021000201",601,134400,0,0
2009,"1021000201",602,0,0,0
2009,"1021000201",603,13000,0,0
2009,"1021000201",604,22000,0,0
2009,"1021000201",605,24000,0,0
2009,"1021000201",701,0,0,0
2009,"1021000201",702,14000,0,0
2009,"1021000201",703,0,0,0
2009,"1021000202",201,60000,,
2009,"1021000202",202,40000,,
2009,"1021000202",203,40000,,
2009,"1021000202",204,,,
2009,"1021000202",205,,,
2009,"1021000202",206,30000,,
2009,"1021000202",207,20000,,
2009,"1021000202",208,20000,,
2009,"1021000202",209,,,
2009,"1021000202",301,,,
2009,"1021000202",302,,,
2009,"1021000202",303,40000,,
2009,"1021000202",304,,,
2009,"1021000202",305,35000,,
2009,"1021000202",306,,,
2009,"1021000202",401,,,
2009,"1021000202",402,,,
2009,"1021000202",403,,,
2009,"1021000202",404,,,
2009,"1021000202",405,,,
2009,"1021000202",406,,,
2009,"1021000202",407,,,
2009,"1021000202",408,,,
2009,"1021000202",409,120000,,
2009,"1021000202",410,,,
2009,"1021000202",411,,,
2009,"1021000202",501,4000,,
2009,"1021000202",502,,,
2009,"1021000202",503,,,
2009,"1021000202",504,35000,,
2009,"1021000202",505,,,
2009,"1021000202",506,,,
2009,"1021000202",601,1350000,,
2009,"1021000202",602,,,
2009,"1021000202",603,45000,,
2009,"1021000202",604,390000,,
2009,"1021000202",605,270000,,
2009,"1021000202",701,,,
2009,"1021000202",702,,,
2009,"1021000202",703,,,
2009,"1021000203",201,20000,0,0
2009,"1021000203",202,6000,0,0
2009,"1021000203",203,300000,0,50000
2009,"1021000203",204,20000,0,0
2009,"1021000203",205,0,0,0
2009,"1021000203",206,40000,0,0
2009,"1021000203",207,75000,0,0
2009,"1021000203",208,4000,0,0
2009,"1021000203",209,0,0,0
2009,"1021000203",301,0,0,0
2009,"1021000203",302,0,0,0
2009,"1021000203",303,0,0,0
2009,"1021000203",304,0,0,0
2009,"1021000203",305,0,0,0
2009,"1021000203",306,0,0,0
2009,"1021000203",401,0,0,0
2009,"1021000203",402,0,0,0
2009,"1021000203",403,0,0,0
2009,"1021000203",404,0,0,0
2009,"1021000203",405,0,0,0
2009,"1021000203",406,0,0,0
2009,"1021000203",407,0,0,0
2009,"1021000203",408,0,0,0
2009,"1021000203",409,10000,0,0
2009,"1021000203",410,0,0,0
2009,"1021000203",411,0,0,0
2009,"1021000203",501,0,0,0
2009,"1021000203",502,0,0,0
2009,"1021000203",503,0,0,0
2009,"1021000203",504,0,0,0
2009,"1021000203",505,0,0,0
2009,"1021000203",506,0,0,0
2009,"1021000203",601,930000,0,0
2009,"1021000203",602,0,0,0
2009,"1021000203",603,25000,0,0
2009,"1021000203",604,121000,0,0
2009,"1021000203",605,150000,0,0
2009,"1021000203",701,0,0,0
2009,"1021000203",702,0,0,0
2009,"1021000203",703,0,0,0
2009,"102100020304",201,,,
2009,"102100020304",202,25000,,
2009,"102100020304",203,30000,,
2009,"102100020304",204,,,
2009,"102100020304",205,,,
2009,"102100020304",206,,,
2009,"102100020304",207,5000,,
2009,"102100020304",208,2000,,
2009,"102100020304",209,,,
2009,"102100020304",301,,,
2009,"102100020304",302,,,
2009,"102100020304",303,3000,,
2009,"102100020304",304,,,
2009,"102100020304",305,,,
2009,"102100020304",306,,,
2009,"102100020304",401,,,
2009,"102100020304",402,1000,,
2009,"102100020304",403,300000,,
2009,"102100020304",404,,,
2009,"102100020304",405,,,
2009,"102100020304",406,,,
2009,"102100020304",407,2000000,,
2009,"102100020304",408,,,
2009,"102100020304",409,,,
2009,"102100020304",410,,,
2009,"102100020304",411,,,
2009,"102100020304",501,,,
2009,"102100020304",502,,,
2009,"102100020304",503,,,
2009,"102100020304",504,,,
2009,"102100020304",505,,,
2009,"102100020304",506,,,
2009,"102100020304",601,,,
2009,"102100020304",602,,,
2009,"102100020304",603,,,
2009,"102100020304",604,,,
2009,"102100020304",605,,,
2009,"102100020304",701,,,
2009,"102100020304",702,,,
2009,"102100020304",703,,,
2009,"1021000207",201,30000,,
2009,"1021000207",202,25000,,
2009,"1021000207",203,60000,,
2009,"1021000207",204,15000,,
2009,"1021000207",205,0,,
2009,"1021000207",206,15000,,
2009,"1021000207",207,25000,,
2009,"1021000207",208,40000,,
2009,"1021000207",209,0,,
2009,"1021000207",301,0,,
2009,"1021000207",302,10000,,
2009,"1021000207",303,15000,,
2009,"1021000207",304,0,,
2009,"1021000207",305,0,,
2009,"1021000207",306,0,,
2009,"1021000207",401,0,,
2009,"1021000207",402,6000,,
2009,"1021000207",403,0,,
2009,"1021000207",404,0,,
2009,"1021000207",405,0,,
2009,"1021000207",406,0,,
2009,"1021000207",407,0,,
2009,"1021000207",408,0,,
2009,"1021000207",409,0,,
2009,"1021000207",410,0,,
2009,"1021000207",411,0,,
2009,"1021000207",501,7000,,
2009,"1021000207",502,0,,
2009,"1021000207",503,0,,
2009,"1021000207",504,9000,,
2009,"1021000207",505,0,,
2009,"1021000207",506,0,,
2009,"1021000207",601,1275000,,
2009,"1021000207",602,0,,
2009,"1021000207",603,35000,,
2009,"1021000207",604,110000,,
2009,"1021000207",605,300000,,
2009,"1021000207",701,0,,
2009,"1021000207",702,0,,
2009,"1021000207",703,0,,
2009,"1021000209",201,150000,0,0
2009,"1021000209",202,0,0,0
2009,"1021000209",203,0,0,0
2009,"1021000209",204,0,0,0
2009,"1021000209",205,0,0,0
2009,"1021000209",206,5000,0,0
2009,"1021000209",207,0,0,0
2009,"1021000209",208,0,0,0
2009,"1021000209",209,0,0,0
2009,"1021000209",301,0,0,0
2009,"1021000209",302,20000,0,0
2009,"1021000209",303,60000,0,0
2009,"1021000209",304,0,0,0
2009,"1021000209",305,0,0,0
2009,"1021000209",306,0,0,0
2009,"1021000209",401,0,0,0
2009,"1021000209",402,600,0,0
2009,"1021000209",403,0,0,0
2009,"1021000209",404,0,0,0
2009,"1021000209",405,0,0,0
2009,"1021000209",406,0,0,0
2009,"1021000209",407,0,0,0
2009,"1021000209",408,0,0,0
2009,"1021000209",409,0,0,0
2009,"1021000209",410,0,0,0
2009,"1021000209",411,0,0,0
2009,"1021000209",501,0,0,0
2009,"1021000209",502,0,0,0
2009,"1021000209",503,4500,0,0
2009,"1021000209",504,0,0,0
2009,"1021000209",505,10000,0,0
2009,"1021000209",506,1000,0,0
2009,"1021000209",601,0,0,0
2009,"1021000209",602,0,0,0
2009,"1021000209",603,0,0,0
2009,"1021000209",604,0,0,0
2009,"1021000209",605,0,0,0
2009,"1021000209",701,0,0,0
2009,"1021000209",702,0,0,0
2009,"1021000209",703,0,0,0
2009,"1021000210",201,43000,,
2009,"1021000210",202,,,
2009,"1021000210",203,,,
2009,"1021000210",204,48000,,
2009,"1021000210",205,,,
2009,"1021000210",206,30000,,
2009,"1021000210",207,,,
2009,"1021000210",208,,,
2009,"1021000210",209,5400,,
2009,"1021000210",301,,,
2009,"1021000210",302,,,
2009,"1021000210",303,,,
2009,"1021000210",304,,,
2009,"1021000210",305,,,
2009,"1021000210",306,,,
2009,"1021000210",401,,,
2009,"1021000210",402,,,
2009,"1021000210",403,,,
2009,"1021000210",404,,,
2009,"1021000210",405,,,
2009,"1021000210",406,,,
2009,"1021000210",407,,,
2009,"1021000210",408,,,
2009,"1021000210",409,,,
2009,"1021000210",410,,,
2009,"1021000210",411,,,
2009,"1021000210",501,,,
2009,"1021000210",502,,,
2009,"1021000210",503,,,
2009,"1021000210",504,,,
2009,"1021000210",505,,,
2009,"1021000210",506,,,
2009,"1021000210",601,,,
2009,"1021000210",602,,,
2009,"1021000210",603,,,
2009,"1021000210",604,,,
2009,"1021000210",605,,,
2009,"1021000210",701,,,
2009,"1021000210",702,,,
2009,"1021000210",703,,,
2009,"1021000212",201,0,0,0
2009,"1021000212",202,10000,0,0
2009,"1021000212",203,80000,0,0
2009,"1021000212",204,25000,0,0
2009,"1021000212",205,0,0,0
2009,"1021000212",206,0,0,0
2009,"1021000212",207,10000,0,0
2009,"1021000212",208,30000,0,0
2009,"1021000212",209,1000,0,0
2009,"1021000212",301,0,0,0
2009,"1021000212",302,0,0,0
2009,"1021000212",303,15000,0,0
2009,"1021000212",304,0,0,0
2009,"1021000212",305,0,0,0
2009,"1021000212",306,0,0,0
2009,"1021000212",401,0,0,0
2009,"1021000212",402,3000,0,0
2009,"1021000212",403,0,0,0
2009,"1021000212",404,0,0,0
2009,"1021000212",405,15000,0,0
2009,"1021000212",406,0,0,0
2009,"1021000212",407,0,0,0
2009,"1021000212",408,0,0,0
2009,"1021000212",409,0,0,0
2009,"1021000212",410,0,0,0
2009,"1021000212",411,0,0,0
2009,"1021000212",501,0,0,0
2009,"1021000212",502,0,0,0
2009,"1021000212",503,0,0,0
2009,"1021000212",504,0,0,0
2009,"1021000212",505,0,0,0
2009,"1021000212",506,0,0,0
2009,"1021000212",601,0,0,0
2009,"1021000212",602,0,0,0
2009,"1021000212",603,0,0,0
2009,"1021000212",604,0,0,0
2009,"1021000212",605,0,0,0
2009,"1021000212",701,0,0,0
2009,"1021000212",702,0,0,0
2009,"1021000212",703,0,0,0
2009,"1021000213",201,100000,0,0
2009,"1021000213",202,200000,0,0
2009,"1021000213",203,100000,0,0
2009,"1021000213",204,40000,0,0
2009,"1021000213",205,0,0,0
2009,"1021000213",206,120000,0,0
2009,"1021000213",207,150000,0,0
2009,"1021000213",208,150000,0,0
2009,"1021000213",209,10000,0,0
2009,"1021000213",301,0,0,0
2009,"1021000213",302,50000,0,0
2009,"1021000213",303,60000,0,0
2009,"1021000213",304,0,0,0
2009,"1021000213",305,0,0,0
2009,"1021000213",306,0,0,0
2009,"1021000213",401,0,0,0
2009,"1021000213",402,10000,0,0
2009,"1021000213",403,0,0,0
2009,"1021000213",404,0,0,0
2009,"1021000213",405,0,0,0
2009,"1021000213",406,0,0,0
2009,"1021000213",407,0,0,0
2009,"1021000213",408,0,0,0
2009,"1021000213",409,300000,0,0
2009,"1021000213",410,100000,0,0
2009,"1021000213",411,0,0,0
2009,"1021000213",501,20000,0,0
2009,"1021000213",502,10000,0,0
2009,"1021000213",503,16000,0,0
2009,"1021000213",504,100000,0,0
2009,"1021000213",505,300000,0,0
2009,"1021000213",506,0,0,0
2009,"1021000213",601,,,
2009,"1021000213",602,,,
2009,"1021000213",603,,,
2009,"1021000213",604,,,
2009,"1021000213",605,9395000,,
2009,"1021000213",701,0,,
2009,"1021000213",702,0,,
2009,"1021000213",703,0,,
2009,"1021000303",201,70000,0,20000
2009,"1021000303",202,0,0,0
2009,"1021000303",203,0,0,0
2009,"1021000303",204,0,0,0
2009,"1021000303",205,0,0,0
2009,"1021000303",206,30000,0,60000
2009,"1021000303",207,0,0,0
2009,"1021000303",208,0,0,0
2009,"1021000303",209,0,0,0
2009,"1021000303",301,0,0,0
2009,"1021000303",302,0,0,0
2009,"1021000303",303,20000,0,0
2009,"1021000303",304,0,0,0
2009,"1021000303",305,0,0,0
2009,"1021000303",306,0,0,0
2009,"1021000303",401,0,0,0
2009,"1021000303",402,0,0,0
2009,"1021000303",403,0,0,0
2009,"1021000303",404,0,0,0
2009,"1021000303",405,0,0,0
2009,"1021000303",406,0,0,0
2009,"1021000303",407,0,0,0
2009,"1021000303",408,0,0,0
2009,"1021000303",409,400000,0,0
2009,"1021000303",410,0,0,0
2009,"1021000303",411,0,0,0
2009,"1021000303",501,0,0,0
2009,"1021000303",502,0,0,0
2009,"1021000303",503,0,0,0
2009,"1021000303",504,0,0,0
2009,"1021000303",505,0,0,0
2009,"1021000303",506,0,0,0
2009,"1021000303",601,1500000,0,0
2009,"1021000303",602,0,0,0
